lambda_index,lambda,rho,clusters_2d,clusters_3d,min_linf,time_sec,ari_round3
0,0.0,8.0,10,10,0.06605546176433563,0.28542661666870117,0.0
1,0.0001,8.0,10,10,0.06533541530370712,0.3042428493499756,0.0
2,0.00012640883055713373,8.0,10,10,0.06132541969418526,0.3137059211730957,0.0
3,0.00015979192442822145,8.0,10,10,0.06055480241775513,0.3132600784301758,0.0
4,0.00020199110299445384,8.0,10,10,0.06418807804584503,0.35771918296813965,0.0
5,0.0002553345911247446,8.0,10,10,0.06870213150978088,0.3804299831390381,0.0
6,0.00032276547064862866,8.0,10,10,0.072363942861557,0.3226158618927002,0.0
7,0.00040800405688916016,8.0,10,10,0.07183018326759338,0.40629005432128906,0.0
8,0.0005157531569392505,8.0,10,10,0.07200361788272858,0.4203786849975586,0.0
9,0.0006519575342484052,8.0,10,10,0.07238684594631195,0.43435049057006836,0.0
10,0.0008241318947725336,8.0,10,10,0.07357944548130035,0.4634838104248047,0.0
11,0.0010417754904303077,8.0,10,10,0.07434310019016266,0.46118593215942383,0.0
12,0.0013168962144837965,8.0,10,10,0.07376910746097565,0.46091461181640625,0.0
13,0.0016646731043801306,8.0,10,10,0.07591022551059723,0.4604489803314209,0.0
14,0.0021042938038460593,8.0,10,10,0.07445614039897919,0.46066737174987793,0.0
15,0.002660013188928029,8.0,10,10,0.07667464017868042,0.4614591598510742,0.0
16,0.003362491564789445,8.0,10,10,0.07761487364768982,0.4608006477355957,0.0
17,0.004250486264632604,8.0,10,10,0.08184447884559631,0.46131324768066406,0.0
18,0.005372989980113671,8.0,10,10,0.08478228747844696,0.4612135887145996,0.0
19,0.006791933799813663,8.0,10,10,0.08408983796834946,0.46105217933654785,0.0
20,0.008585604088559148,8.0,10,10,0.08609947562217712,0.4614219665527344,0.0
21,0.010852961724613079,8.0,10,10,0.08847716450691223,0.4612388610839844,0.0
22,0.01371910199689674,8.0,10,10,0.09190717339515686,0.4608027935028076,0.0
23,0.017342156397217548,8.0,10,10,0.09042885899543762,0.46186065673828125,0.0
24,0.021922017095111858,8.0,10,10,0.09405167400836945,0.4610707759857178,0.0
25,0.027711365444465837,8.0,10,10,0.09196215867996216,0.4608619213104248,0.0
26,0.035029612989762926,8.0,10,10,0.11360044777393341,0.46198511123657227,0.0
27,0.04428052412904917,8.0,10,10,0.11189240217208862,0.4624652862548828,0.0
28,0.055974492716100485,8.0,10,10,0.12823669612407684,0.46215176582336426,0.0
29,0.07075670165271061,8.0,10,10,0.032797977328300476,0.4622616767883301,0.0
30,0.0894427190999916,8.0,10,10,0.02016131579875946,0.46065354347229004,0.0
31,0.11306349523280158,8.0,10,10,0.01230616495013237,0.4607248306274414,0.0
32,0.14292224211080512,8.0,10,10,0.017985790967941284,0.4609346389770508,0.0
33,0.18066633485830408,8.0,10,10,0.01664482057094574,0.4598712921142578,0.0
34,0.22837820110481744,8.0,10,10,0.011957932263612747,0.4610724449157715,0.0
35,0.2886902132640188,8.0,10,10,0.01836426556110382,0.4610004425048828,0.0
36,0.3649299225199419,8.0,10,10,0.021123409271240234,0.46096038818359375,0.0
37,0.4613036474105127,8.0,10,10,0.0179557166993618,0.4612386226654053,0.0
38,0.5831285460090326,8.0,10,10,0.023294523358345032,0.4606912136077881,0.0
39,0.7371259756548356,8.0,10,10,0.010421805083751678,0.4607079029083252,0.0
40,0.931792325558141,8.0,10,10,0.016937710344791412,0.4612760543823242,0.0
41,1.177867781959165,8.0,10,10,0.01791929453611374,0.4610779285430908,0.0
42,1.48892888868383,8.0,10,10,0.02004205621778965,0.4611072540283203,0.0
43,1.882137596012561,8.0,10,10,0.02177520841360092,0.46143579483032227,0.0
44,2.3791881245956286,8.0,10,10,0.02373529225587845,0.4606199264526367,0.0
45,3.0075038850555353,8.0,10,10,0.013430822640657425,0.46137404441833496,0.0
46,3.801750490059066,8.0,10,10,0.014150694012641907,0.46115589141845703,0.0
47,4.8057483351837655,8.0,10,10,0.021716371178627014,0.46216511726379395,0.0
48,6.074890270024722,8.0,10,10,0.01827751100063324,0.4623680114746094,0.0
49,7.679197747967353,8.0,10,10,0.01901964843273163,0.46240687370300293,0.0
50,9.70718406937528,8.0,10,10,0.0218180064111948,0.46142148971557617,0.0
51,12.270737862125678,8.0,10,10,0.011936545372009277,0.4620978832244873,0.0
52,15.511296232244533,8.0,10,10,0.01866520196199417,0.46138787269592285,0.0
53,19.60764817143306,8.0,10,10,0.017236338928341866,0.46133875846862793,0.0
54,24.785798753265745,8.0,10,10,0.016898348927497864,0.46111440658569336,0.0
55,31.33143834824786,8.0,10,10,0.017696082592010498,0.4611983299255371,0.0
56,39.60570481274946,8.0,10,10,0.015960760414600372,0.4617640972137451,0.0
57,50.06510828770702,8.0,10,10,0.018480639904737473,0.461287260055542,0.0
58,63.28671790365308,8.0,10,10,0.00806594081223011,0.46092844009399414,0.0
59,80.0,8.0,10,10,0.014921143651008606,0.4623432159423828,0.0
